,level_0,index,Symbol,Date,Expiry,Option Type,Strike Price,Open,High,Low,Close,LTP,Settle Price,No. of contracts,Turnover in Lacs,Premium Turnover in Lacs,Open Int,Change in OI,Underlying Value,futures_price,time_diff,impliedvolatility
218,218,1242,ICICIBANK,2021-10-22,2021-12-30,CE,830,0.0,0.0,0.0,23.25,0.0,32.45,0,0.0,0.0,0,0,-,765.4,0.18904109589041096,0.3540519241030233
370,370,2221,ICICIBANK,2021-11-04,2021-12-30,CE,830,0.0,0.0,0.0,16.45,16.45,37.45,0,0.0,0.0,2750,0,-,785.35,0.15342465753424658,0.27152091764425385
393,393,2334,ICICIBANK,2021-11-08,2021-12-30,CE,830,17.0,17.0,17.0,17.0,17.0,34.5,1,11.65,0.23,4125,1375,-,786.6,0.14246575342465753,0.283136922884271
47,47,214,ICICIBANK,2021-10-05,2021-12-30,CE,830,0.0,0.0,0.0,23.25,0.0,20.45,0,0.0,0.0,0,0,-,705.65,0.2356164383561644,0.4600939361129379
622,622,3465,ICICIBANK,2021-11-24,2021-12-30,CE,830,4.05,5.3,3.85,4.05,3.85,4.05,478,5485.88,30.7,360250,66000,760.2,761.8,0.09863013698630137,0.24446425488704362
552,552,3129,ICICIBANK,2021-11-17,2021-12-30,CE,830,8.0,9.3,7.6,8.05,8.05,22.3,13,149.83,1.47,30250,6875,-,766.55,0.1178082191780822,0.2705863641159806
204,204,1147,ICICIBANK,2021-10-21,2021-12-30,CE,830,0.0,0.0,0.0,23.25,0.0,31.65,0,0.0,0.0,0,0,-,763.35,0.1917808219178082,0.357045591173187
631,631,3562,ICICIBANK,2021-11-25,2021-12-30,CE,840,3.25,3.4,2.4,2.8,2.85,2.8,436,5052.88,17.08,305250,192500,-,752.6,0.0958904109589041,0.2666946943833547
300,300,1779,ICICIBANK,2021-10-29,2021-12-30,CE,840,0.0,0.0,0.0,21.3,0.0,46.05,0,0.0,0.0,0,0,802.05,808.0,0.16986301369863013,0.2584669112453262
742,742,4042,ICICIBANK,2021-12-01,2021-12-30,CE,840,1.5,1.8,1.4,1.7,1.7,1.7,275,3182.41,6.16,336875,5500,727.7,729.45,0.07945205479452055,0.31677718774705876
17,17,88,ICICIBANK,2021-10-04,2021-12-30,CE,840,0.0,0.0,0.0,21.3,0.0,19.8,0,0.0,0.0,0,0,-,709.25,0.23835616438356164,0.44905903362461635
561,561,3226,ICICIBANK,2021-11-18,2021-12-30,CE,840,6.45,6.8,5.75,6.0,6.0,6.0,7,81.45,0.6,15125,0,-,767.7,0.11506849315068493,0.2650543872681233
247,247,1443,ICICIBANK,2021-10-26,2021-12-30,CE,840,0.0,0.0,0.0,21.3,0.0,60.9,0,0.0,0.0,0,0,829.4,835.5,0.1780821917808219,0.16652512460969815
608,608,3450,ICICIBANK,2021-11-24,2021-12-30,CE,840,3.6,4.25,3.1,3.25,3.1,3.25,210,2436.49,10.99,112750,68750,760.2,761.8,0.09863013698630137,0.25083160988703945
371,371,2222,ICICIBANK,2021-11-04,2021-12-30,CE,840,0.0,0.0,0.0,21.3,0.0,34.15,0,0.0,0.0,0,0,-,785.35,0.15342465753424658,0.3408953185196275
434,434,2559,ICICIBANK,2021-11-10,2021-12-30,CE,840,0.0,0.0,0.0,14.0,14.0,30.3,0,0.0,0.0,1375,0,-,784.45,0.136986301369863,0.29193475608047564
281,281,1667,ICICIBANK,2021-10-28,2021-12-30,CE,840,0.0,0.0,0.0,21.3,0.0,45.2,0,0.0,0.0,0,0,-,806.2,0.1726027397260274,0.26172074640952725
111,111,604,ICICIBANK,2021-10-12,2021-12-30,CE,840,0.0,0.0,0.0,21.3,0.0,18.95,0,0.0,0.0,0,0,708.6,716.4,0.21643835616438356,0.45408715341310935
454,454,2670,ICICIBANK,2021-11-11,2021-12-30,CE,840,0.0,0.0,0.0,14.0,14.0,26.35,0,0.0,0.0,1375,0,-,777.15,0.13424657534246576,0.3159406244939159
188,188,1053,ICICIBANK,2021-10-20,2021-12-30,CE,840,0.0,0.0,0.0,21.3,0.0,26.25,0,0.0,0.0,0,0,745.85,754.9,0.19452054794520549,0.38145302015110105
1,1,2,ICICIBANK,2021-10-01,2021-12-30,CE,840,0.0,0.0,0.0,21.3,0.0,18.85,0,0.0,0.0,0,0,-,700.6,0.2465753424657534,0.46100120853838955
710,710,3898,ICICIBANK,2021-11-30,2021-12-30,CE,840,1.85,2.05,1.25,1.4,1.25,1.4,282,3263.8,6.7,331375,20625,-,715.85,0.0821917808219178,0.3313115438384814
584,584,3338,ICICIBANK,2021-11-23,2021-12-30,CE,840,5.85,5.85,2.75,3.4,3.4,3.4,18,208.78,0.88,44000,5500,-,754.5,0.10136986301369863,0.26850502558093664
126,126,690,ICICIBANK,2021-10-13,2021-12-30,CE,840,0.0,0.0,0.0,21.3,0.0,18.85,0,0.0,0.0,0,0,709.95,716.1,0.2136986301369863,0.457712880737813
414,414,2447,ICICIBANK,2021-11-09,2021-12-30,CE,840,0.0,0.0,0.0,14.0,14.0,33.05,0,0.0,0.0,1375,0,-,790.8,0.13972602739726028,0.27089069451022724
1198,441,1385,ICICIBANK,2021-10-25,2021-12-30,PE,840,0.0,0.0,0.0,152.4,0.0,60.65,0,0.0,0.0,0,0,841.7,848.85,0.18082191780821918,1.104561643665693
263,263,1555,ICICIBANK,2021-10-27,2021-12-30,CE,840,0.0,0.0,0.0,21.3,0.0,63.2,0,0.0,0.0,0,0,835,839.85,0.17534246575342466,0.152364555271882
655,655,3674,ICICIBANK,2021-11-26,2021-12-30,CE,840,2.6,2.6,1.85,2.05,1.85,2.05,454,5256.92,13.22,330000,24750,-,724.25,0.09315068493150686,0.316955824372386
66,66,346,ICICIBANK,2021-10-07,2021-12-30,CE,840,0.0,0.0,0.0,21.3,0.0,19.15,0,0.0,0.0,0,0,-,708.65,0.23013698630136986,0.45840532985187704
98,98,519,ICICIBANK,2021-10-11,2021-12-30,CE,840,0.0,0.0,0.0,21.3,0.0,20.55,0,0.0,0.0,0,0,713.3,720.35,0.2191780821917808,0.44182764846431455
316,316,1888,ICICIBANK,2021-11-01,2021-12-30,CE,840,0.0,0.0,0.0,21.3,0.0,45.2,0,0.0,0.0,0,0,-,810.7,0.16164383561643836,0.2566553820911547
205,205,1148,ICICIBANK,2021-10-21,2021-12-30,CE,840,0.0,0.0,0.0,21.3,0.0,28.9,0,0.0,0.0,0,0,-,763.35,0.1917808219178082,0.36241583399975424
82,82,432,ICICIBANK,2021-10-08,2021-12-30,CE,840,0.0,0.0,0.0,21.3,0.0,19.05,0,0.0,0.0,0,0,-,710.25,0.2273972602739726,0.4574093294853068
682,682,3786,ICICIBANK,2021-11-29,2021-12-30,CE,840,1.9,2.0,1.65,1.8,1.75,1.8,217,2511.78,5.43,310750,-19250,-,720.9,0.08493150684931507,0.3307876259528487
515,515,3034,ICICIBANK,2021-11-16,2021-12-30,CE,840,7.7,7.7,7.0,7.5,7.5,21.2,7,81.55,0.7,15125,-1375,-,769.5,0.12054794520547946,0.2756608592442412
334,334,2000,ICICIBANK,2021-11-02,2021-12-30,CE,840,0.0,0.0,0.0,21.3,0.0,43.2,0,0.0,0.0,0,0,800.95,806.6,0.1589041095890411,0.2715409397927198
538,538,3114,ICICIBANK,2021-11-17,2021-12-30,CE,840,7.95,7.95,6.5,6.5,6.5,19.8,17,197.99,1.64,15125,0,-,766.55,0.1178082191780822,0.2723364915623117
497,497,2894,ICICIBANK,2021-11-15,2021-12-30,CE,840,9.7,9.7,9.0,9.45,9.0,9.45,12,140.17,1.57,16500,15125,-,779.05,0.1232876712328767,0.2717957450548956
219,219,1243,ICICIBANK,2021-10-22,2021-12-30,CE,840,0.0,0.0,0.0,21.3,0.0,29.6,0,0.0,0.0,0,0,-,765.4,0.18904109589041096,0.35969551874413347
158,158,866,ICICIBANK,2021-10-18,2021-12-30,CE,840,0.0,0.0,0.0,21.3,0.0,27.1,0,0.0,0.0,0,0,-,751.75,0.2,0.384101857734662
33,33,174,ICICIBANK,2021-10-05,2021-12-30,CE,840,0.0,0.0,0.0,21.3,0.0,18.65,0,0.0,0.0,0,0,-,705.65,0.2356164383561644,0.459953903881285
352,352,2111,ICICIBANK,2021-11-03,2021-12-30,CE,840,0.0,0.0,0.0,21.3,0.0,36.3,0,0.0,0.0,0,0,-,790.7,0.15616438356164383,0.3220765541037316
476,476,2782,ICICIBANK,2021-11-12,2021-12-30,CE,840,0.0,0.0,0.0,14.0,14.0,27.5,0,0.0,0.0,1375,0,-,783.05,0.13150684931506848,0.3020522718237211
394,394,2335,ICICIBANK,2021-11-08,2021-12-30,CE,840,14.0,14.0,14.0,14.0,14.0,14.0,1,11.74,0.19,1375,1375,-,786.6,0.14246575342465753,0.28019963443844825
142,142,777,ICICIBANK,2021-10-14,2021-12-30,CE,840,0.0,0.0,0.0,21.3,0.0,23.1,0,0.0,0.0,0,0,-,733.15,0.21095890410958903,0.4192732141639516
49,49,260,ICICIBANK,2021-10-06,2021-12-30,CE,840,0.0,0.0,0.0,21.3,0.0,16.55,0,0.0,0.0,0,0,-,697.3,0.2328767123287671,0.4820327108519659
174,174,960,ICICIBANK,2021-10-19,2021-12-30,CE,840,0.0,0.0,0.0,21.3,0.0,27.2,0,0.0,0.0,0,0,-,753.15,0.19726027397260273,0.3832216540923459
516,516,3035,ICICIBANK,2021-11-16,2021-12-30,CE,850,7.0,7.5,6.15,6.35,6.5,6.35,90,1060.34,8.46,379500,33000,-,769.5,0.12054794520547946,0.28137662142872877
711,711,3899,ICICIBANK,2021-11-30,2021-12-30,CE,850,1.7,1.8,1.1,1.25,1.2,1.25,420,4917.44,8.69,1034000,39875,-,715.85,0.0821917808219178,0.34302393853553015
127,127,691,ICICIBANK,2021-10-13,2021-12-30,CE,850,0.0,0.0,0.0,19.5,0.0,17.1,0,0.0,0.0,0,0,709.95,716.1,0.2136986301369863,0.458420485716613
167,167,952,ICICIBANK,2021-10-19,2021-12-30,CE,850,0.0,0.0,0.0,19.5,0.0,24.85,0,0.0,0.0,0,0,-,753.15,0.19726027397260273,0.38716046774790014
273,273,1659,ICICIBANK,2021-10-28,2021-12-30,CE,850,32.15,32.95,26.0,26.6,26.0,26.6,58,700.67,22.8,101750,16500,-,806.2,0.1726027397260274,0.3293729097268637
2,2,3,ICICIBANK,2021-10-01,2021-12-30,CE,850,0.0,0.0,0.0,19.5,0.0,17.2,0,0.0,0.0,0,0,-,700.6,0.2465753424657534,0.4605702082879231
395,395,2336,ICICIBANK,2021-11-08,2021-12-30,CE,850,12.95,13.1,10.7,12.5,12.5,28.25,57,675.62,9.43,178750,6875,-,786.6,0.14246575342465753,0.28893955749904254
415,415,2448,ICICIBANK,2021-11-09,2021-12-30,CE,850,12.7,13.55,12.3,13.0,13.0,13.0,63,747.42,11.11,240625,61875,-,790.8,0.13972602739726028,0.28553029248881756
197,197,1140,ICICIBANK,2021-10-21,2021-12-30,CE,850,0.0,0.0,0.0,19.5,0.0,26.35,0,0.0,0.0,0,0,-,763.35,0.1917808219178082,0.36741624864785527
227,227,1332,ICICIBANK,2021-10-25,2021-12-30,CE,850,51.85,53.3,43.95,44.95,46.3,44.95,53,654.87,35.43,60500,60500,841.7,848.85,0.18082191780821918,0.3161507936298758
656,656,3675,ICICIBANK,2021-11-26,2021-12-30,CE,850,2.2,2.2,1.6,1.8,1.6,1.8,721,8444.94,18.26,1025750,20625,-,724.25,0.09315068493150686,0.3269802997512838
498,498,2895,ICICIBANK,2021-11-15,2021-12-30,CE,850,9.5,10.0,7.0,7.75,8.0,7.75,96,1132.82,10.82,346500,63250,-,779.05,0.1232876712328767,0.27371465554477215
258,258,1548,ICICIBANK,2021-10-27,2021-12-30,CE,850,36.7,45.05,36.7,37.6,37.6,37.6,11,134.7,6.13,85250,0,835,839.85,0.17534246575342466,0.30118117152150686
99,99,520,ICICIBANK,2021-10-11,2021-12-30,CE,850,0.0,0.0,0.0,19.5,0.0,18.65,0,0.0,0.0,0,0,713.3,720.35,0.2191780821917808,0.44285262657936914
353,353,2112,ICICIBANK,2021-11-03,2021-12-30,CE,850,17.05,18.0,14.0,14.75,14.8,14.75,52,619.18,11.43,174625,16500,-,790.7,0.15616438356164383,0.2871686921115031
67,67,347,ICICIBANK,2021-10-07,2021-12-30,CE,850,0.0,0.0,0.0,19.5,0.0,17.45,0,0.0,0.0,0,0,-,708.65,0.23013698630136986,0.4585389975152741
372,372,2223,ICICIBANK,2021-11-04,2021-12-30,CE,850,15.95,15.95,13.8,14.1,13.8,14.1,5,59.45,1.01,171875,-2750,-,785.35,0.15342465753424658,0.2976615718789015
225,225,1281,ICICIBANK,2021-10-22,2021-12-30,CE,850,0.0,0.0,0.0,19.5,0.0,26.95,0,0.0,0.0,0,0,-,765.4,0.18904109589041096,0.3649438848117085
585,585,3339,ICICIBANK,2021-11-23,2021-12-30,CE,850,3.55,3.65,2.6,2.95,3.0,2.95,354,4152.89,15.51,627000,66000,-,754.5,0.10136986301369863,0.2787555744935159
143,143,778,ICICIBANK,2021-10-14,2021-12-30,CE,850,0.0,0.0,0.0,19.5,0.0,21.05,0,0.0,0.0,0,0,-,733.15,0.21095890410958903,0.42135019942007323
83,83,433,ICICIBANK,2021-10-08,2021-12-30,CE,850,0.0,0.0,0.0,19.5,0.0,17.3,0,0.0,0.0,0,0,-,710.25,0.2273972602739726,0.457661233850149
609,609,3451,ICICIBANK,2021-11-24,2021-12-30,CE,850,3.05,3.5,2.45,2.6,2.45,2.6,832,9760.06,36.06,853875,226875,760.2,761.8,0.09863013698630137,0.2566776456935532
18,18,89,ICICIBANK,2021-10-04,2021-12-30,CE,850,0.0,0.0,0.0,19.5,0.0,18.05,0,0.0,0.0,0,0,-,709.25,0.23835616438356164,0.44923332960703943
455,455,2671,ICICIBANK,2021-11-11,2021-12-30,CE,850,10.4,10.65,9.05,9.6,9.6,9.6,41,484.69,5.5,255750,1375,-,777.15,0.13424657534246576,0.2899492830799373
477,477,2783,ICICIBANK,2021-11-12,2021-12-30,CE,850,8.9,9.3,7.8,8.9,9.2,8.9,80,944.28,9.28,283250,27500,-,783.05,0.13150684931506848,0.26914303757386954
317,317,1889,ICICIBANK,2021-11-01,2021-12-30,CE,850,25.0,25.0,20.5,21.25,21.5,21.25,50,599.5,15.13,141625,23375,-,810.7,0.16164383561643836,0.28315941451857685
539,539,3115,ICICIBANK,2021-11-17,2021-12-30,CE,850,5.5,6.65,5.4,5.6,5.9,5.6,117,1377.09,9.65,430375,50875,-,766.55,0.1178082191780822,0.28024588810768075
50,50,261,ICICIBANK,2021-10-06,2021-12-30,CE,850,0.0,0.0,0.0,19.5,0.0,15.05,0,0.0,0.0,0,0,-,697.3,0.2328767123287671,0.4813562506569066
189,189,1054,ICICIBANK,2021-10-20,2021-12-30,CE,850,0.0,0.0,0.0,19.5,0.0,23.85,0,0.0,0.0,0,0,745.85,754.9,0.19452054794520549,0.38558639520920096
112,112,605,ICICIBANK,2021-10-12,2021-12-30,CE,850,0.0,0.0,0.0,19.5,0.0,17.15,0,0.0,0.0,0,0,708.6,716.4,0.21643835616438356,0.4548132953746929
743,743,4043,ICICIBANK,2021-12-01,2021-12-30,CE,850,1.35,1.65,1.2,1.45,1.4,1.45,481,5631.01,9.32,995500,-38500,727.7,729.45,0.07945205479452055,0.3263976534013909
335,335,2001,ICICIBANK,2021-11-02,2021-12-30,CE,850,21.3,21.3,18.05,18.05,18.05,39.6,36,430.55,9.8,158125,16500,800.95,806.6,0.1589041095890411,0.2706318177680056
242,242,1436,ICICIBANK,2021-10-26,2021-12-30,CE,850,39.85,43.05,35.15,35.4,35.4,35.4,44,536.94,22.69,85250,24750,829.4,835.5,0.1780821917808219,0.2980247722393785
34,34,175,ICICIBANK,2021-10-05,2021-12-30,CE,850,0.0,0.0,0.0,19.5,0.0,16.95,0,0.0,0.0,0,0,-,705.65,0.2356164383561644,0.45987105681145174
159,159,867,ICICIBANK,2021-10-18,2021-12-30,CE,850,0.0,0.0,0.0,19.5,0.0,24.75,0,0.0,0.0,0,0,-,751.75,0.2,0.38788309205955873
292,292,1771,ICICIBANK,2021-10-29,2021-12-30,CE,850,22.8,26.65,22.2,23.35,23.35,42.4,32,384.66,10.66,118250,16500,802.05,808.0,0.16986301369863013,0.3008367816434978
683,683,3787,ICICIBANK,2021-11-29,2021-12-30,CE,850,1.6,1.8,1.45,1.55,1.5,1.55,377,4414.47,8.28,994125,-31625,-,720.9,0.08493150684931507,0.33992428513625855
435,435,2560,ICICIBANK,2021-11-10,2021-12-30,CE,850,10.5,11.9,10.5,11.1,11.25,11.1,28,331.51,4.26,254375,13750,-,784.45,0.136986301369863,0.28522896757868205
632,632,3563,ICICIBANK,2021-11-25,2021-12-30,CE,850,2.75,2.9,2.0,2.4,2.4,2.4,461,5403.42,15.48,1005125,151250,-,752.6,0.0958904109589041,0.2766805921520297
562,562,3227,ICICIBANK,2021-11-18,2021-12-30,CE,850,5.4,5.95,5.0,5.55,5.05,5.55,106,1246.75,7.87,485375,55000,-,767.7,0.11506849315068493,0.2798885015380181
96,96,516,ICICIBANK,2021-10-11,2021-12-30,CE,860,0.0,0.0,0.0,17.85,0.0,16.95,0,0.0,0.0,0,0,713.3,720.35,0.2191780821917808,0.4439525955483692
48,48,258,ICICIBANK,2021-10-06,2021-12-30,CE,860,0.0,0.0,0.0,17.85,0.0,13.65,0,0.0,0.0,0,0,-,697.3,0.2328767123287671,0.48086631385951784
16,16,86,ICICIBANK,2021-10-04,2021-12-30,CE,860,0.0,0.0,0.0,17.85,0.0,16.45,0,0.0,0.0,0,0,-,709.25,0.23835616438356164,0.4495359329829271
32,32,172,ICICIBANK,2021-10-05,2021-12-30,CE,860,0.0,0.0,0.0,17.85,0.0,15.45,0,0.0,0.0,0,0,-,705.65,0.2356164383561644,0.4599347075653825
110,110,602,ICICIBANK,2021-10-12,2021-12-30,CE,860,0.0,0.0,0.0,17.85,0.0,15.55,0,0.0,0.0,0,0,708.6,716.4,0.21643835616438356,0.45563653199181664
81,81,430,ICICIBANK,2021-10-08,2021-12-30,CE,860,0.0,0.0,0.0,17.85,0.0,15.7,0,0.0,0.0,0,0,-,710.25,0.2273972602739726,0.4580394896653081
65,65,344,ICICIBANK,2021-10-07,2021-12-30,CE,860,0.0,0.0,0.0,17.85,0.0,15.85,0,0.0,0.0,0,0,-,708.65,0.23013698630136986,0.458806215948746
0,0,0,ICICIBANK,2021-10-01,2021-12-30,CE,860,0.0,0.0,0.0,17.85,0.0,15.7,0,0.0,0.0,0,0,-,700.6,0.2465753424657534,0.46030566870361167
140,140,774,ICICIBANK,2021-10-14,2021-12-30,CE,860,0.0,0.0,0.0,17.85,0.0,19.1,0,0.0,0.0,0,0,-,733.15,0.21095890410958903,0.42342740020012215
610,610,3452,ICICIBANK,2021-11-24,2021-12-30,CE,860,3.1,3.1,2.1,2.2,2.15,2.2,155,1838.6,5.73,136125,104500,760.2,761.8,0.09863013698630137,0.2657065379828579
336,336,2002,ICICIBANK,2021-11-02,2021-12-30,CE,860,0.0,0.0,0.0,19.75,19.75,36.25,0,0.0,0.0,6875,0,800.95,806.6,0.1589041095890411,0.31000828637662287
228,228,1333,ICICIBANK,2021-10-25,2021-12-30,CE,860,0.0,0.0,0.0,17.85,0.0,59.1,0,0.0,0.0,0,0,841.7,848.85,0.18082191780821918,0.15868416826046455
586,586,3340,ICICIBANK,2021-11-23,2021-12-30,CE,860,3.0,3.05,2.7,2.7,2.7,10.6,8,94.92,0.32,31625,5500,-,754.5,0.10136986301369863,0.29206824627400224
318,318,1890,ICICIBANK,2021-11-01,2021-12-30,CE,860,0.0,0.0,0.0,19.75,19.75,38.1,0,0.0,0.0,6875,0,-,810.7,0.16164383561643836,0.29593122381622106
563,563,3228,ICICIBANK,2021-11-18,2021-12-30,CE,860,5.0,5.5,4.5,4.5,4.5,4.5,4,47.58,0.28,22000,4125,-,767.7,0.11506849315068493,0.2824385303015948
416,416,2449,ICICIBANK,2021-11-09,2021-12-30,CE,860,0.0,0.0,0.0,12.0,12.0,27.05,0,0.0,0.0,9625,0,-,790.8,0.13972602739726028,0.2982751059184346
633,633,3564,ICICIBANK,2021-11-25,2021-12-30,CE,860,2.05,2.35,1.8,1.9,1.8,1.9,84,995.58,2.28,159500,23375,-,752.6,0.0958904109589041,0.2809809200084237
540,540,3116,ICICIBANK,2021-11-17,2021-12-30,CE,860,5.85,6.0,5.0,5.0,5.0,15.4,5,59.52,0.4,17875,2750,-,766.55,0.1178082191780822,0.2907381014585369
517,517,3036,ICICIBANK,2021-11-16,2021-12-30,CE,860,5.4,5.85,5.4,5.85,5.8,5.85,7,83.33,0.56,15125,4125,-,769.5,0.12054794520547946,0.2945653263931693
436,436,2561,ICICIBANK,2021-11-10,2021-12-30,CE,860,0.0,0.0,0.0,12.0,12.0,24.6,0,0.0,0.0,9625,0,-,784.45,0.136986301369863,0.31802683521945746
243,243,1437,ICICIBANK,2021-10-26,2021-12-30,CE,860,31.0,31.0,30.0,30.0,30.0,52.45,3,36.73,1.25,4125,4125,829.4,835.5,0.1780821917808219,0.2881230376752799
499,499,2896,ICICIBANK,2021-11-15,2021-12-30,CE,860,12.0,12.0,8.45,8.45,8.45,19.65,3,35.92,0.45,11000,1375,-,779.05,0.1232876712328767,0.3052726672439452
274,274,1660,ICICIBANK,2021-10-28,2021-12-30,CE,860,26.0,26.0,19.75,19.75,19.75,19.75,2,24.28,0.63,6875,1375,-,806.2,0.1726027397260274,0.29852730402284083
478,478,2784,ICICIBANK,2021-11-12,2021-12-30,CE,860,9.5,9.5,9.5,9.5,9.5,22.15,1,11.96,0.13,9625,0,-,783.05,0.13150684931506848,0.298699966586787
259,259,1549,ICICIBANK,2021-10-27,2021-12-30,CE,860,38.0,38.0,38.0,38.0,38.0,54.5,1,12.35,0.52,5500,1375,835,839.85,0.17534246575342466,0.3340964245578714
293,293,1772,ICICIBANK,2021-10-29,2021-12-30,CE,860,0.0,0.0,0.0,19.75,19.75,38.95,0,0.0,0.0,6875,0,802.05,808.0,0.16986301369863013,0.29604132329635796
212,212,1236,ICICIBANK,2021-10-22,2021-12-30,CE,860,0.0,0.0,0.0,17.85,0.0,24.55,0,0.0,0.0,0,0,-,765.4,0.18904109589041096,0.3699329381618772
456,456,2672,ICICIBANK,2021-11-11,2021-12-30,CE,860,0.0,0.0,0.0,12.0,12.0,21.2,0,0.0,0.0,9625,0,-,777.15,0.13424657534246576,0.34061580977482464
712,712,3900,ICICIBANK,2021-11-30,2021-12-30,CE,860,1.4,1.55,1.05,1.1,1.05,1.1,85,1006.67,1.55,177375,6875,-,715.85,0.0821917808219178,0.3532078431781272
153,153,860,ICICIBANK,2021-10-18,2021-12-30,CE,860,0.0,0.0,0.0,17.85,0.0,22.5,0,0.0,0.0,0,0,-,751.75,0.2,0.39153140167627615
657,657,3676,ICICIBANK,2021-11-26,2021-12-30,CE,860,1.8,1.85,1.25,1.45,1.35,1.45,245,2902.21,5.08,165000,5500,-,724.25,0.09315068493150686,0.33079249681276635
125,125,688,ICICIBANK,2021-10-13,2021-12-30,CE,860,0.0,0.0,0.0,17.85,0.0,15.45,0,0.0,0.0,0,0,709.95,716.1,0.2136986301369863,0.4592274319467523
181,181,998,ICICIBANK,2021-10-19,2021-12-30,CE,860,0.0,0.0,0.0,17.85,0.0,22.6,0,0.0,0.0,0,0,-,753.15,0.19726027397260273,0.39095412518641776
354,354,2113,ICICIBANK,2021-11-03,2021-12-30,CE,860,22.0,22.0,22.0,22.0,22.0,30.1,2,24.26,0.61,9625,2750,-,790.7,0.15616438356164383,0.37761196865579444
198,198,1141,ICICIBANK,2021-10-21,2021-12-30,CE,860,0.0,0.0,0.0,17.85,0.0,23.95,0,0.0,0.0,0,0,-,763.35,0.1917808219178082,0.3721790345783651
373,373,2224,ICICIBANK,2021-11-04,2021-12-30,CE,860,12.0,12.0,12.0,12.0,12.0,12.0,1,11.99,0.17,9625,0,-,785.35,0.15342465753424658,0.2982659704406772
744,744,4044,ICICIBANK,2021-12-01,2021-12-30,CE,860,1.25,1.5,1.05,1.2,1.2,1.2,154,1823.63,2.58,195250,17875,727.7,729.45,0.07945205479452055,0.33355300828655343
182,182,1046,ICICIBANK,2021-10-20,2021-12-30,CE,860,0.0,0.0,0.0,17.85,0.0,21.7,0,0.0,0.0,0,0,745.85,754.9,0.19452054794520549,0.389559065501744
396,396,2337,ICICIBANK,2021-11-08,2021-12-30,CE,860,0.0,0.0,0.0,12.0,12.0,25.5,0,0.0,0.0,9625,0,-,786.6,0.14246575342465753,0.3062914550638033
684,684,3788,ICICIBANK,2021-11-29,2021-12-30,CE,860,1.35,1.5,1.1,1.3,1.3,1.3,123,1456.72,2.25,170500,5500,-,720.9,0.08493150684931507,0.34681553217902666
634,634,3565,ICICIBANK,2021-11-25,2021-12-30,CE,870,1.3,2.6,1.3,1.65,1.65,8.15,10,119.9,0.28,27500,8250,-,752.6,0.0958904109589041,0.29066555518109566
397,397,2338,ICICIBANK,2021-11-08,2021-12-30,CE,870,0.0,0.0,0.0,12.05,12.05,23.05,0,0.0,0.0,8250,0,-,786.6,0.14246575342465753,0.3285946481134504
713,713,3901,ICICIBANK,2021-11-30,2021-12-30,CE,870,1.05,1.1,1.0,1.0,1.0,2.6,4,47.91,0.06,37125,4125,-,715.85,0.0821917808219178,0.36490338751004353
479,479,2785,ICICIBANK,2021-11-12,2021-12-30,CE,870,0.0,0.0,0.0,12.05,12.05,19.8,0,0.0,0.0,8250,0,-,783.05,0.13150684931506848,0.35136330267326354
745,745,4045,ICICIBANK,2021-12-01,2021-12-30,CE,870,1.2,1.25,0.85,0.95,0.95,0.95,23,275.44,0.31,46750,9625,727.7,729.45,0.07945205479452055,0.33769624764022443
260,260,1550,ICICIBANK,2021-10-27,2021-12-30,CE,870,32.0,32.0,32.0,32.0,32.0,50.5,1,12.4,0.44,6875,1375,835,839.85,0.17534246575342466,0.31881693379882775
500,500,2897,ICICIBANK,2021-11-15,2021-12-30,CE,870,0.0,0.0,0.0,12.05,12.05,17.45,0,0.0,0.0,8250,0,-,779.05,0.1232876712328767,0.3737417176938672
275,275,1661,ICICIBANK,2021-10-28,2021-12-30,CE,870,22.5,22.5,18.55,18.55,18.55,18.55,2,24.49,0.56,8250,1375,-,806.2,0.1726027397260274,0.3110325783320199
541,541,3117,ICICIBANK,2021-11-17,2021-12-30,CE,870,0.0,0.0,0.0,12.05,12.05,13.55,0,0.0,0.0,8250,0,-,766.55,0.1178082191780822,0.4168988513893476
685,685,3789,ICICIBANK,2021-11-29,2021-12-30,CE,870,1.05,1.3,1.05,1.05,1.05,3.15,5,59.89,0.08,33000,1375,-,720.9,0.08493150684931507,0.35100964875358515
564,564,3229,ICICIBANK,2021-11-18,2021-12-30,CE,870,3.55,3.55,3.55,3.55,3.55,13.4,1,12.01,0.05,8250,0,-,767.7,0.11506849315068493,0.2830908281101734
319,319,1891,ICICIBANK,2021-11-01,2021-12-30,CE,870,0.0,0.0,0.0,20.0,20.0,34.85,0,0.0,0.0,9625,0,-,810.7,0.16164383561643836,0.321978421734711
374,374,2225,ICICIBANK,2021-11-04,2021-12-30,CE,870,0.0,0.0,0.0,12.05,12.05,25.55,0,0.0,0.0,8250,0,-,785.35,0.15342465753424658,0.319692628794429
587,587,3341,ICICIBANK,2021-11-23,2021-12-30,CE,870,2.4,2.4,2.4,2.4,2.4,9.15,1,12.0,0.03,9625,-1375,-,754.5,0.10136986301369863,0.30258751900538794
457,457,2673,ICICIBANK,2021-11-11,2021-12-30,CE,870,0.0,0.0,0.0,12.05,12.05,18.95,0,0.0,0.0,8250,0,-,777.15,0.13424657534246576,0.36309525052011904
