instrument_token,exchange,tradingsymbol
6552833,NSE,MANBA
6555137,NSE,MOMENTUM50
6560257,NSE,UYFINCORP
6563841,NSE,LICMFGOLD
6564609,NSE,KRN
6572033,NSE,DIFFNKG
6575105,NSE,JISLDVREQS
6576641,NSE,DSSL
6583809,NSE,POLYMED
6585345,NSE,RUPA
6585601,NSE,BANKPSU
6588673,NSE,SRD
6590465,NSE,METAL
6593537,NSE,VIKASECO
6594049,NSE,GROWWDEFNC
6599681,NSE,APLAPOLLO
6601217,NSE,KANANIIND
6604801,NSE,GARUDA
6606593,NSE,LLOYDSENT
6613761,NSE,VINCOFE
6616065,NSE,HYUNDAI
6617857,NSE,VAL30IETF
6618881,NSE,AFFORDABLE
6623233,NSE,GROWWGOLD
6628353,NSE,DBEIL
6629633,NSE,MINDACORP
6632193,NSE,WAAREEENER
6650113,NSE,AFCONS
6651905,NSE,AVL
6654977,NSE,EMULTIMQ
6914049,NSE,HEXATRADEX
6921473,NSE,TBZ
6924033,NSE,MASTERTR
6925313,NSE,SAGILITY
6927617,NSE,ACMESOLAR
6928897,NSE,SWIGGY
6929153,NSE,VSSL
6931201,NSE,LIQUIDPLUS
6932225,NSE,KPEL
6933505,NSE,KMEW
6936321,NSE,SWANENERGY
6936833,NSE,NIVABUPA
6939393,NSE,SPECIALITY
6948865,NSE,BLACKBUCK
6953217,NSE,CINELINE
6955777,NSE,RACLGEAR
6957057,NSE,NTPCGREEN
6966529,NSE,EIEL
6988033,NSE,RTNINDIA
6989569,NSE,SAMPANN
6997505,NSE,SURAKSHA
7002369,NSE,ROSSTECH
7105025,NSE,INNOVANA
7126785,NSE,SAILIFE
7160065,NSE,VMM
7179777,NSE,MOBIKWIK
7200001,NSE,IKS
7248385,NSE,ANUHPHR
7264769,NSE,IGIL
7337473,NSE,DAMCAPITAL
7343873,NSE,MAMATA
7350785,NSE,TRANSRAILL
7363585,NSE,CEWATER
7374081,NSE,SANATHAN
7384833,NSE,VENTIVE
7387905,NSE,PROZONER
7393025,NSE,CARRARO
7395329,NSE,SENORES
7399937,NSE,MAYURUNIQ
7401729,NSE,ROSSELLIND
7411713,NSE,DUCON
7416065,NSE,CONSUMER
7426049,NSE,TVSHLTD
7428865,NSE,ECAPINSURE
7430401,NSE,INDOFARM
7436801,NSE,ZUARI
7446273,NSE,QUADFUTURE
7449089,NSE,DDEVPLSTIK
7452929,NSE,CARERATING
7455745,NSE,PCJEWELLER
7458561,NSE,INDUSTOWER
7467777,NSE,LAXMIDENTL
7476225,NSE,STALLION
7481345,NSE,ONESOURCE
7488257,NSE,ITCHOTELS
7489537,NSE,DENTA
7496705,NSE,VMART
7532289,NSE,MOHITIND
7536385,NSE,SUPREME
7539713,NSE,AGARWALEYE
7541505,NSE,MOSCHIP
7542785,NSE,NEXT30ADD
7544833,NSE,PROTEAN
7547393,NSE,MCLOUD
7548673,NSE,NIBE
7558913,NSE,GROWWRAIL
7565569,NSE,NIFTYIETF
7571713,NSE,NIF100BEES
7573249,NSE,NATCAPSUQ
7575041,NSE,JUBLCPL
7577089,NSE,REPCOHOME
7583745,NSE,AJAXENGG
7594497,NSE,HEXT
7597569,NSE,BAJAJINDEF
7599873,NSE,UNIONGOLD
7606017,NSE,QPOWER
7611137,NSE,GUJTHEM
7618049,NSE,MSCIINDIA
7647233,NSE,GROWWN200
7648513,NSE,VIVIDHA
7665665,NSE,NIFTY100EW
7670273,NSE,JUSTDIAL
7673601,NSE,AONETOTAL
7685889,NSE,ATULAUTO
7696641,NSE,MOCAPITAL
7702785,NSE,ORIENTCEM
7706881,NSE,GOLD360
7707649,NSE,ABFRL
7707905,NSE,SELECTIPO
7710977,NSE,EQUAL200
7712001,NSE,SAMMAANCAP
7714305,NSE,PRABHA
7715585,NSE,CASHIETF
7719681,NSE,AXISVALUE
7750145,NSE,SILVERCASE
7754241,NSE,SBIBPB
7762689,NSE,ESSENTIA
7780353,NSE,NIF100IETF
7796481,NSE,SPECTRUM
7800065,NSE,MID150
7800833,NSE,AONELIQUID
7963393,NSE,DBSTOCKBRO
7971329,NSE,COMPUSOFT
7977729,NSE,RHIM
7982337,NSE,MCX
8002049,NSE,NDL
8042241,NSE,NBCC
8065793,NSE,JPOLYINVST
8150273,NSE,SREEL
193505537,NSE,EVIETF
193539841,NSE,CIFL
193541121,NSE,TINNARUBR
193545729,NSE,WAAREERTL
193558017,NSE,GROWWMOM50
193574401,NSE,SILVER360
193618945,NSE,NPST
193741313,NSE,OSWALPUMPS
193747713,NSE,GROWWSLVR
193751809,NSE,ABLBL
193758977,NSE,ENRIN
193766401,NSE,MON50EQUAL
193772801,NSE,PRIMO
193795585,NSE,THELEELA
193799937,NSE,MOINFRA
193804545,NSE,RAJOOENG
193816577,NSE,AONENIFTY
193817345,NSE,MOMGF
193818113,NSE,BELRISE
193828353,NSE,EQUAL50
193834753,NSE,MONEXT50
193878017,NSE,AEGISVOPAK
193902337,NSE,MOPSE
193905409,NSE,MOTOUR
193908481,NSE,SNXT30BEES
193914369,NSE,SCODATUBES
193923841,NSE,DIGITIDE
193925121,NSE,BLUSPRING
193931521,NSE,TRAVELFOOD
193949185,NSE,ARISINFRA
193957121,NSE,ATHERENERG
193960449,NSE,FISCHER
193963265,NSE,MOALPHA50
193985025,NSE,PICCADIL
193988353,NSE,SAMBHV
193989633,NSE,HDBFS
193991937,NSE,TOP15IETF
193997057,NSE,IGCL
194000385,NSE,GROWWNET
194001153,NSE,MOMIDMTM
194009601,NSE,CRIZAC
194018561,NSE,ANTHEM
194027265,NSE,BORANA
194032129,NSE,BELLACASA
194034177,NSE,QUALITY30
194036481,NSE,PASHUPATI
194039041,NSE,SMARTWORKS
194092289,NSE,PROSTARM
194124801,NSE,GROWWLOVOL
194189057,NSE,RAYMONDREL
194190849,NSE,KALPATARU
194192129,NSE,ELLEN
194194433,NSE,GLOBECIVIL
194200321,NSE,INTERNET
